@relation 'all_train-weka.filters.unsupervised.attribute.Remove-R1,502-515,517-519-weka.filters.unsupervised.attribute.Remove-R502-weka.filters.unsupervised.attribute.NumericTransform-R1-500-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.Remove-V-R21,360,4,51,283,461,76,479,201,312,77,343,483,263,485,356,74,398,274,217,214,282,134,286,25,95,90,54,154,73,344,465,222,92,347,207,326,348,315,166,96,131,430,188,329,352,264,17,160,357,501'

@attribute dim21 numeric
@attribute dim360 numeric
@attribute dim4 numeric
@attribute dim51 numeric
@attribute dim283 numeric
@attribute dim461 numeric
@attribute dim76 numeric
@attribute dim479 numeric
@attribute dim201 numeric
@attribute dim312 numeric
@attribute dim77 numeric
@attribute dim343 numeric
@attribute dim483 numeric
@attribute dim263 numeric
@attribute dim485 numeric
@attribute dim356 numeric
@attribute dim74 numeric
@attribute dim398 numeric
@attribute dim274 numeric
@attribute dim217 numeric
@attribute dim214 numeric
@attribute dim282 numeric
@attribute dim134 numeric
@attribute dim286 numeric
@attribute dim25 numeric
@attribute dim95 numeric
@attribute dim90 numeric
@attribute dim54 numeric
@attribute dim154 numeric
@attribute dim73 numeric
@attribute dim344 numeric
@attribute dim465 numeric
@attribute dim222 numeric
@attribute dim92 numeric
@attribute dim347 numeric
@attribute dim207 numeric
@attribute dim326 numeric
@attribute dim348 numeric
@attribute dim315 numeric
@attribute dim166 numeric
@attribute dim96 numeric
@attribute dim131 numeric
@attribute dim430 numeric
@attribute dim188 numeric
@attribute dim329 numeric
@attribute dim352 numeric
@attribute dim264 numeric
@attribute dim17 numeric
@attribute dim160 numeric
@attribute dim357 numeric
@attribute is_person {0,1}

@data
-5.950707,-5.727563,-6.643854,-6.420403,-6.084019,-5.632113,-6.084019,-4.985553,-4.138234,-6.238389,-6.084019,-6.643854,-6.643854,-5.632113,-6.084019,-5.034416,?,-6.238389,-5.632113,-5.545241,-5.832753,-6.931024,-6.931024,-6.931024,-6.238389,-6.420403,-6.931024,-6.420403,-5.545241,-6.931024,-5.727563,-5.085628,-5.832753,-5.257559,-6.643854,-6.084019,-5.832753,-5.727563,-5.321995,-4.503697,-5.139776,-7.337001,-6.238389,-5.545241,-7.337001,-6.238389,-8.028613,-6.643854,?,-5.196844,0
-7.377759,-6.972827,-8.069307,-6.279147,-5.768321,-6.279147,-5.873859,-7.377759,-4.179118,-8.069307,-8.069307,-7.377759,-8.069307,-8.069307,-8.069307,-7.377759,-6.684612,-6.124767,-8.069307,-6.972827,-7.377759,-7.377759,-6.684612,-7.377759,-8.069307,-6.279147,-6.684612,-6.972827,-6.461148,-6.972827,-8.069307,-5.505834,-5.991465,-8.069307,-6.972827,-7.377759,-6.461148,-7.377759,-6.684612,-8.069307,-6.279147,?,-6.972827,-8.069307,-6.972827,?,-5.585999,-6.461148,-6.124767,-7.377759,0
-7.154935,-6.238389,-7.846803,-6.238389,?,-6.461148,?,-6.238389,-4.158883,-7.846803,-7.846803,-6.238389,-6.749044,-7.154935,-7.154935,-6.749044,?,-7.154935,-6.749044,-6.749044,-6.055896,?,-7.154935,-6.461148,-6.461148,-6.749044,-7.154935,?,-7.154935,-7.154935,-6.238389,-4.669709,-7.154935,-6.749044,-7.846803,-6.749044,?,?,?,-6.461148,-7.154935,-7.846803,-7.846803,-7.846803,?,-6.055896,-6.461148,-7.846803,-5.768321,-7.154935,0
-6.39673,?,-6.802495,-5.010585,-6.39673,?,?,?,-4.662376,-7.494742,-7.494742,?,-7.494742,?,-7.494742,-7.494742,-6.39673,-5.886024,-5.703882,-7.494742,-7.494742,-6.39673,-6.109348,-7.494742,-7.494742,-6.109348,-6.39673,-7.494742,?,?,?,-5.192877,-5.097665,-7.494742,-6.802495,-6.39673,-6.109348,?,-6.39673,?,-7.494742,-6.802495,-7.494742,?,-7.494742,?,-6.802495,-6.802495,-6.109348,-5.703882,1
-5.684863,-6.601006,-6.378304,-7.294889,-6.888934,-6.601006,-6.195786,-5.684863,-4.461156,-6.195786,-6.195786,-6.041495,-5.790321,-5.908227,-6.378304,-4.943023,-6.378304,-6.041495,-6.195786,-6.378304,-6.041495,-5.502639,-6.601006,-6.888934,-5.790321,-6.378304,-6.195786,-5.790321,-6.195786,-6.041495,-6.601006,-5.279496,-6.888934,-5.502639,-5.58974,-6.601006,-7.986565,-5.908227,?,-6.888934,-5.908227,-7.986565,-6.888934,-7.294889,-5.908227,-6.601006,-5.684863,-6.378304,-7.986565,-6.378304,0
-5.348559,-5.348559,-6.041495,-5.684863,-5.502639,-5.279496,-5.422521,-5.790321,-4.852094,-5.348559,-5.422521,-5.58974,-6.041495,-6.195786,-5.790321,-5.58974,-5.15439,-5.58974,-6.041495,-5.790321,-6.378304,-5.58974,-7.294889,-7.294889,-6.041495,-6.195786,-5.684863,-5.908227,-5.422521,-6.888934,-6.378304,-5.790321,-6.041495,-6.195786,-6.195786,-6.195786,-5.348559,-6.041495,-6.041495,-7.294889,-6.041495,-5.58974,-5.684863,-6.888934,-6.041495,-5.214896,-6.888934,-6.378304,-5.684863,-6.601006,1
-6.601006,-6.888934,-7.986565,-6.601006,-7.294889,-6.888934,-7.986565,-7.294889,-5.58974,-7.294889,-7.986565,-6.888934,-7.294889,-6.888934,-7.294889,-6.378304,-6.195786,-6.888934,-7.294889,-6.601006,-7.986565,-6.601006,-6.888934,-6.195786,?,-6.888934,-6.888934,-6.041495,-6.378304,-7.294889,-5.908227,-5.908227,-7.294889,-6.888934,-7.294889,-6.888934,-7.294889,-6.888934,-6.378304,-6.888934,-7.294889,-7.294889,-6.041495,-6.888934,-5.908227,-5.279496,-5.58974,-6.601006,-5.422521,-6.378304,0
-6.888934,-6.601006,-6.601006,-5.422521,-6.888934,-7.294889,-5.908227,?,-3.927086,-6.601006,-7.294889,-6.601006,-7.986565,-6.888934,-7.294889,-6.378304,-6.041495,-6.195786,-7.986565,-7.986565,-7.986565,-7.294889,-7.294889,-7.294889,-6.601006,-6.378304,-5.15439,-5.908227,-7.294889,-7.986565,-6.601006,-4.461156,-5.908227,-7.986565,-5.790321,-5.58974,-6.601006,-6.601006,-7.294889,-6.888934,-7.986565,-7.294889,-6.601006,-6.378304,-6.041495,-5.684863,-5.790321,-6.888934,-6.041495,-6.041495,0
-5.58974,-7.294889,-6.888934,-5.908227,-5.502639,-7.294889,-6.195786,-6.195786,-4.273926,-6.378304,-6.601006,?,-6.195786,-7.294889,-7.294889,-5.908227,-6.041495,-5.502639,-5.684863,-5.502639,-7.986565,-7.986565,-6.378304,?,-7.294889,-5.908227,-6.378304,-6.601006,-6.041495,-7.294889,-6.378304,-4.729374,-5.502639,-7.294889,?,-6.601006,-6.888934,-7.986565,-5.348559,-5.097174,-7.294889,-5.908227,-5.58974,-5.214896,-7.294889,-6.378304,-6.195786,-5.348559,-7.986565,-5.58974,0
-7.796917,-6.410015,-7.10377,-7.796917,-7.10377,-7.10377,?,-6.697494,-4.158883,-6.410015,?,-6.004752,-7.10377,?,-6.004752,?,-7.796917,-6.410015,?,-6.186993,-6.410015,-6.410015,-7.10377,-7.10377,-7.796917,-7.796917,?,-7.796917,-6.697494,-7.796917,-6.697494,-5.023873,?,?,-7.796917,-6.697494,-6.186993,-6.697494,?,-5.85066,-6.697494,-7.10377,?,-5.85066,-7.796917,-6.410015,-7.796917,-7.796917,?,-7.10377,0
-5.348559,-5.790321,-6.041495,-5.58974,-5.502639,-5.684863,-6.195786,-5.279496,-6.195786,-5.348559,-6.378304,-6.195786,-5.422521,-6.195786,-5.908227,-5.279496,-7.294889,-6.195786,-5.097174,-5.684863,-6.195786,-5.908227,-6.195786,-5.790321,-6.601006,-5.58974,-6.888934,-5.15439,-5.684863,-5.908227,-5.790321,?,-7.986565,-5.502639,-6.378304,-6.378304,-6.601006,-5.58974,-6.195786,-7.294889,-6.041495,-5.908227,-5.422521,-6.378304,-5.502639,-5.422521,-6.041495,-5.502639,-7.294889,-5.790321,1
-5.908227,-6.601006,-5.502639,-5.908227,-6.888934,-6.378304,-5.58974,-6.378304,-4.768631,-5.790321,-5.908227,-7.294889,-5.908227,-6.601006,-6.378304,-6.378304,-6.195786,-6.888934,-6.378304,-6.888934,-5.908227,-6.195786,-6.378304,-7.294889,-5.684863,-5.58974,-6.195786,-5.908227,-5.908227,-5.908227,-6.041495,-5.502639,-6.601006,-7.294889,-5.214896,-6.888934,-5.908227,-6.378304,-6.041495,-5.422521,-5.908227,-6.195786,-7.294889,-4.852094,-6.888934,-6.378304,-5.790321,-5.790321,-5.043055,-6.378304,0
-7.896617,-5.950707,-5.498721,-7.20347,-7.896617,-6.287179,-6.287179,-6.510322,-3.196063,-4.805452,-5.699392,-7.20347,-5.817175,-5.817175,-7.20347,-7.896617,-5.41171,-5.594032,?,-6.798004,-7.896617,-6.104857,-7.896617,-7.896617,-5.41171,-5.41171,-5.817175,-7.896617,?,?,-6.510322,-3.926274,-7.896617,?,-5.006245,?,-7.20347,-6.798004,-7.20347,-4.852094,-6.510322,-7.20347,-5.331667,-5.817175,-7.20347,-7.896617,?,-7.896617,-4.004742,?,0
?,-6.643854,?,-6.643854,-6.643854,-6.238389,-6.238389,-7.337001,-5.545241,-5.950707,-6.238389,?,?,-7.337001,-6.643854,?,-5.950707,-6.643854,?,?,?,-6.238389,-6.238389,?,-6.238389,-5.727563,-6.238389,-6.643854,-7.337001,-5.545241,?,-6.238389,-7.337001,?,-5.950707,-6.643854,-6.643854,?,-6.643854,?,-6.238389,-6.238389,?,?,-5.545241,-6.643854,-6.238389,-7.337001,-5.391091,?,0
-6.041495,-5.790321,-6.601006,-6.195786,-6.195786,-6.378304,-7.294889,-7.986565,-4.655306,-6.601006,-6.601006,-6.601006,-7.294889,-6.888934,-5.790321,-5.348559,-5.790321,-5.790321,-6.041495,-7.986565,-6.601006,-6.601006,-6.601006,-6.888934,-6.041495,-6.888934,-6.195786,-5.790321,-6.888934,-6.601006,-6.601006,-5.908227,-6.378304,-7.294889,-7.294889,-6.601006,-7.986565,-7.986565,-6.888934,-6.378304,-6.601006,-6.378304,-5.908227,-6.601006,-6.195786,-5.790321,-6.378304,-6.195786,-5.502639,-6.195786,0
-6.287179,-7.20347,-7.20347,-7.20347,-6.798004,-7.20347,?,-7.896617,-5.498721,?,-6.798004,-7.896617,-7.20347,?,?,?,-7.896617,?,-7.896617,-7.20347,?,-6.510322,-7.896617,-7.20347,-7.20347,-6.798004,-7.896617,-6.287179,-5.699392,-6.510322,-6.798004,?,-7.20347,?,-7.896617,-5.699392,-5.817175,-7.896617,-6.104857,-4.952178,-6.510322,?,?,-5.498721,-7.20347,-6.798004,-7.20347,-6.798004,?,-5.41171,0
-6.151164,-7.943393,-7.943393,-5.99708,-7.250246,-5.99708,-7.943393,-5.234967,-5.052708,-6.557098,-6.84478,-7.250246,-5.640526,-7.943393,-6.84478,-5.170452,-7.250246,?,-5.99708,?,?,-6.84478,-6.84478,-6.151164,?,-5.99708,?,-6.557098,-5.99708,-6.84478,-6.557098,?,-7.943393,-5.545241,?,-5.99708,?,-6.333392,-7.250246,-6.84478,-6.151164,-6.333392,-7.250246,-7.250246,-7.250246,-6.151164,-5.99708,-7.943393,-6.333392,-6.84478,0
-4.669709,-5.90199,-5.362963,-5.208659,-5.650431,-7.154935,-6.461148,-7.846803,-3.613661,-6.461148,-7.846803,-7.154935,-7.846803,-6.461148,-6.749044,-5.014493,-5.90199,-6.238389,-4.852094,-5.545241,-7.846803,-6.055896,-6.238389,-6.749044,-6.461148,-6.461148,-6.749044,-6.461148,-7.154935,-7.154935,-6.461148,-3.643065,-6.055896,-5.650431,-6.749044,-7.846803,-6.238389,?,-5.139776,-5.545241,-7.846803,-7.154935,-5.014493,-5.90199,-6.749044,?,-5.650431,-6.749044,-7.846803,-5.139776,0
-5.908227,-6.195786,-5.58974,-6.041495,-6.041495,-6.195786,-6.378304,-6.888934,-6.195786,-7.986565,-6.888934,-6.041495,-5.908227,-6.378304,-6.195786,-6.195786,-6.195786,-6.601006,-6.195786,-7.294889,-6.195786,-6.041495,-6.601006,-6.888934,-6.195786,-5.790321,-6.601006,-6.378304,-6.601006,-6.195786,-6.378304,-6.041495,-6.195786,-6.195786,-6.041495,-5.279496,-6.041495,-6.041495,-6.888934,-7.986565,-6.378304,-5.214896,-6.195786,-6.601006,-5.684863,-7.294889,-5.684863,-7.986565,-6.378304,-5.908227,0
-5.752763,-5.752763,-6.015347,-6.015347,-6.708085,-4.950481,-6.120662,-5.321995,?,-5.609746,-5.832753,-5.919702,-5.609746,-5.321995,-5.752763,-4.950481,-6.5259,-5.545241,-5.609746,-5.752763,-5.609746,-5.6787,-5.919702,-6.238389,-5.273235,-6.708085,-6.708085,-5.545241,-5.182314,-5.752763,-5.752763,?,-5.752763,-5.427288,-6.015347,-6.371847,-5.752763,-5.545241,-6.120662,?,-6.015347,-6.5259,-6.238389,-7.625195,-6.5259,-6.238389,-6.371847,-6.015347,?,-5.609746,1
-6.888934,?,-6.601006,-6.195786,-7.986565,-7.986565,-7.986565,-7.986565,-3.909975,?,?,-6.888934,-6.195786,?,-7.986565,-6.041495,-7.986565,-7.294889,-5.908227,-7.986565,-7.986565,-6.601006,?,-7.294889,-7.986565,-6.888934,-6.888934,-7.294889,-7.294889,?,-7.294889,-4.376601,-7.294889,?,?,-7.986565,-7.986565,-5.790321,-6.601006,-6.378304,-6.378304,-6.601006,-6.888934,?,-7.294889,-7.294889,-7.986565,-7.294889,-5.502639,-6.378304,0
-6.888934,-6.601006,-6.888934,-6.601006,-7.294889,-7.294889,-7.986565,-7.294889,?,-7.986565,-6.888934,-6.601006,-7.294889,-6.888934,-6.888934,-6.041495,-6.888934,?,-7.294889,-7.294889,-7.986565,-6.378304,-6.888934,-7.294889,?,-7.294889,-7.986565,-6.195786,-5.908227,?,-6.041495,?,-6.888934,-7.986565,?,-6.195786,-7.294889,-7.986565,-7.986565,-6.888934,-7.986565,-6.888934,-7.294889,-6.888934,-6.378304,-6.378304,-6.888934,-6.378304,?,-6.041495,0
-4.991863,-6.378304,-5.790321,-5.348559,-5.790321,-6.195786,-6.601006,-6.601006,?,-5.422521,-5.684863,-6.888934,-5.502639,-7.294889,-6.888934,-4.809492,-5.422521,-5.684863,-5.097174,-5.422521,-7.986565,-6.041495,-5.908227,-6.378304,-6.195786,-5.790321,-6.888934,-6.041495,-5.790321,-5.58974,-5.684863,?,-6.378304,-5.790321,-7.986565,-5.908227,-6.888934,-6.195786,-4.896459,-6.601006,-6.041495,-5.58974,-5.58974,-5.214896,-5.684863,-6.378304,-7.294889,-5.502639,?,-5.58974,0
-6.287179,-6.798004,-5.817175,-6.798004,-6.287179,-7.896617,-6.798004,-7.896617,-5.594032,-6.510322,-7.20347,-6.510322,-6.798004,-7.896617,-5.950707,-7.20347,-5.817175,-5.950707,-6.798004,-5.699392,-6.798004,-5.817175,-6.104857,-5.950707,?,-5.950707,-6.287179,-6.798004,-5.950707,-7.20347,-5.817175,-6.798004,-5.41171,?,-7.20347,-6.510322,-5.817175,-7.20347,-5.498721,-5.41171,-7.20347,-6.104857,-5.950707,-4.761006,-6.287179,-5.498721,-6.104857,-5.950707,?,-5.41171,0
-6.041495,-6.195786,-5.908227,-6.601006,-6.888934,-6.888934,-6.195786,-6.378304,-5.279496,-6.041495,-7.294889,-7.294889,-6.378304,-5.908227,-6.888934,-6.378304,-7.986565,-6.888934,-7.294889,-7.294889,-7.294889,-7.294889,-7.986565,-7.986565,-7.294889,-6.888934,-6.195786,-6.195786,-7.986565,-6.888934,-5.908227,-5.097174,-6.601006,-7.986565,-5.348559,-5.908227,-6.378304,-7.294889,-6.378304,-6.378304,-7.294889,-5.908227,-6.041495,-7.294889,-6.601006,-6.888934,-6.601006,-6.888934,-5.790321,-6.601006,0
-6.195786,-6.378304,-6.378304,-5.684863,-5.908227,-6.378304,-6.041495,?,-5.58974,-6.041495,?,-7.294889,-6.888934,-7.294889,-6.378304,-6.378304,-6.378304,-5.684863,-6.888934,-7.986565,-7.294889,-6.888934,-7.294889,-7.986565,-7.986565,-5.908227,-5.908227,-6.888934,-6.601006,-6.888934,-6.888934,-5.684863,-6.601006,-6.378304,-6.041495,-6.888934,?,-7.986565,-6.041495,-6.195786,-6.601006,-6.041495,-5.908227,-5.684863,-5.908227,-6.378304,-6.378304,-7.294889,-6.195786,-6.601006,0
-7.294889,-6.888934,-6.888934,?,-5.790321,-7.294889,-6.888934,-7.986565,-6.888934,?,-6.888934,-6.041495,-6.601006,-7.294889,-6.378304,-6.378304,-6.601006,-6.888934,-6.888934,-6.378304,-6.601006,-6.195786,-6.378304,-7.986565,-6.041495,-6.041495,-6.041495,-6.041495,-5.502639,-6.378304,-6.888934,-6.195786,-6.888934,-7.294889,-6.041495,-6.378304,-5.684863,-7.294889,-6.888934,-7.986565,-5.790321,-6.041495,-6.888934,?,-5.908227,-6.041495,-6.601006,-7.986565,-5.422521,-6.601006,0
-5.348559,-6.601006,-5.908227,-5.790321,-5.908227,-6.041495,-5.502639,-5.684863,-5.279496,-5.348559,-5.908227,-5.58974,-5.908227,-6.041495,-5.684863,-5.908227,-5.58974,-6.888934,-6.378304,-5.908227,-6.378304,-6.195786,-6.041495,-6.601006,-6.041495,-5.348559,-6.195786,-6.378304,-5.502639,-5.58974,-6.601006,-6.041495,-5.684863,-6.041495,-6.195786,-5.908227,-6.601006,-6.195786,-6.041495,-6.888934,-5.502639,-6.601006,-6.378304,-5.908227,-6.378304,-6.195786,-5.790321,-6.888934,-6.601006,-5.790321,1
-5.063403,-6.510322,-6.798004,-5.950707,-5.817175,-5.594032,-5.817175,-6.287179,-4.60068,-6.287179,-5.594032,-6.798004,-7.896617,-5.331667,-5.817175,-4.805452,-6.104857,-5.498721,-5.498721,-6.287179,-6.104857,-6.104857,-6.510322,-6.287179,-5.331667,-6.104857,-6.104857,-6.287179,-6.798004,-7.20347,-6.104857,-5.257559,-6.104857,-5.817175,-5.950707,-7.20347,-6.510322,-6.510322,-5.950707,-6.104857,-7.20347,-6.287179,-5.41171,-5.950707,-7.20347,-6.287179,-7.896617,-6.287179,-6.510322,-6.287179,0
-7.986565,?,-6.888934,-7.986565,-6.601006,?,-7.986565,?,-4.05572,-7.986565,?,?,-7.294889,?,-6.888934,?,-6.378304,?,?,-6.888934,?,-6.601006,-7.986565,-7.294889,?,?,-6.888934,-7.294889,-6.601006,-7.294889,-7.986565,-5.790321,-7.986565,?,-7.986565,-7.294889,-5.790321,?,-7.986565,-6.195786,?,-6.888934,-6.601006,-6.195786,-6.601006,?,-6.888934,-7.294889,-7.294889,-6.378304,0
-6.601006,-6.601006,-6.378304,-6.041495,-7.986565,-6.888934,-6.601006,-5.908227,-3.962159,-6.195786,-6.888934,-5.684863,-6.195786,-7.294889,-6.378304,-5.043055,-7.986565,-6.888934,-5.58974,-6.888934,-6.601006,-5.790321,-5.790321,-5.684863,-6.601006,-6.195786,-5.908227,-6.601006,-6.601006,-6.378304,-5.908227,-4.273926,-6.601006,-6.041495,-6.601006,-6.195786,-6.888934,-6.378304,?,-6.601006,-6.601006,-7.294889,-6.601006,-6.378304,-6.601006,-5.214896,-6.888934,-6.601006,?,-6.041495,0
-5.292534,-5.734345,-5.98588,-5.533787,-6.545198,-6.139965,-7.239041,-6.139965,-6.832648,-7.932188,-6.139965,-6.139965,-5.734345,-7.239041,-5.85205,-5.85205,-6.832648,-5.366596,-5.85205,-7.239041,-6.322193,-5.292534,-6.139965,-6.322193,-6.322193,-6.832648,-7.239041,-6.322193,-5.734345,-6.322193,-5.85205,?,-5.85205,-6.322193,-7.932188,-5.629046,-5.98588,-5.98588,-6.322193,-6.545198,-5.734345,-6.545198,-6.832648,-5.98588,-6.832648,-5.734345,-5.734345,-5.98588,-7.932188,-6.139965,1
-7.986565,-7.986565,-5.58974,-6.888934,-6.888934,-6.888934,?,-6.601006,-6.195786,-7.294889,-7.986565,-7.294889,-6.601006,-7.986565,-6.601006,-7.294889,-7.986565,?,-7.986565,-7.986565,-6.888934,-6.601006,-7.986565,-6.888934,-7.294889,-6.378304,-7.294889,-6.888934,-5.684863,-7.986565,?,-5.684863,-5.790321,-6.888934,-7.986565,-6.601006,-5.58974,-5.58974,-6.601006,-6.195786,-6.041495,-7.986565,-7.986565,-5.908227,-7.294889,-7.294889,-7.986565,-6.601006,?,-5.908227,1
-6.378304,-6.888934,-5.908227,?,-7.294889,-6.041495,-7.986565,-6.601006,?,-6.888934,-7.294889,-6.601006,-6.041495,-7.986565,-5.684863,-7.294889,-7.294889,-7.986565,-6.888934,-5.908227,-7.986565,-7.986565,-5.790321,-5.422521,-6.888934,-6.601006,-7.294889,-5.684863,-5.502639,-5.502639,-6.195786,?,-7.294889,-7.294889,-6.888934,-6.195786,-6.378304,-6.041495,-6.378304,-5.58974,-5.684863,-6.041495,-7.294889,-5.58974,-7.294889,-6.378304,?,-6.888934,?,-6.041495,1
-6.378304,?,?,-6.601006,?,?,-7.294889,-7.986565,-4.768631,-7.986565,-7.986565,-7.986565,-6.888934,-7.986565,?,?,-7.294889,-7.986565,?,-6.601006,?,-6.888934,-7.986565,?,-7.986565,-7.294889,-6.888934,-7.294889,-7.986565,?,-7.986565,-4.491038,-6.378304,-7.986565,-7.294889,-6.888934,-6.888934,?,-7.294889,-7.986565,?,-7.986565,-6.601006,?,-7.294889,-6.601006,-6.378304,-6.888934,-5.348559,-6.601006,0
-6.601006,-6.195786,-6.378304,-7.986565,-5.58974,-6.601006,-6.601006,-7.986565,-5.58974,-6.888934,-7.986565,-6.888934,-6.041495,-7.986565,-5.908227,-6.601006,-6.888934,-6.601006,-7.294889,-6.378304,-6.378304,-5.790321,-6.601006,-7.986565,-7.986565,-7.986565,-6.601006,-5.422521,-6.378304,-5.908227,-6.041495,-6.041495,-5.684863,-6.888934,-6.888934,-6.601006,-5.684863,-7.294889,-6.888934,-7.294889,-6.888934,-5.58974,-6.888934,-6.888934,-5.790321,-5.58974,-6.888934,-6.041495,-5.908227,?,1
-7.896617,?,-6.287179,?,-6.287179,?,?,-6.798004,-6.510322,-7.20347,-6.287179,-6.510322,-5.950707,?,-5.41171,-7.896617,?,-6.798004,-6.798004,-5.950707,?,-6.287179,-5.331667,-6.104857,?,-5.594032,-7.896617,-6.510322,-5.817175,-5.699392,-7.896617,-6.510322,-7.20347,-7.896617,-7.896617,-5.950707,?,-7.20347,-5.498721,-4.49533,-6.104857,-6.287179,?,-5.006245,-6.798004,-7.896617,?,-7.896617,?,-5.063403,0
-6.749044,-6.238389,-7.154935,-6.238389,?,-6.055896,-7.154935,-6.749044,-3.184329,-5.650431,-6.461148,-7.846803,-7.846803,-6.238389,-7.154935,-7.154935,-6.461148,-6.749044,-6.749044,?,-7.154935,-7.154935,?,?,-6.749044,-6.749044,-6.238389,?,?,-7.154935,?,-3.428918,-6.238389,-6.749044,-6.461148,-6.749044,-6.749044,-6.749044,-6.749044,-7.846803,?,?,-6.749044,-7.846803,?,?,-7.846803,?,-6.055896,?,0
-5.348559,-6.601006,-6.195786,-6.041495,-6.888934,-5.502639,-6.041495,-6.888934,?,-5.790321,-6.041495,-6.888934,-6.888934,-6.888934,-6.041495,-5.58974,-6.601006,-5.908227,-5.684863,-5.790321,-7.294889,-5.908227,-6.601006,-6.601006,-6.041495,-5.58974,-6.378304,-6.601006,-6.378304,-6.378304,-5.790321,?,-5.908227,-6.378304,-6.888934,-6.888934,-6.601006,-6.888934,-5.58974,-5.790321,-5.684863,-6.195786,-6.041495,-6.601006,-6.041495,-5.790321,-6.195786,-5.58974,-7.294889,-6.195786,0
-6.888934,?,-5.684863,-6.041495,-6.378304,?,-6.601006,-7.294889,-4.553527,-6.888934,-6.888934,-7.986565,-6.888934,?,-7.294889,-7.986565,-7.986565,-6.601006,-7.986565,?,-7.986565,-7.294889,-6.888934,?,?,-6.378304,?,-7.294889,-7.986565,-6.888934,-6.888934,-5.097174,-5.422521,?,-7.294889,-6.041495,-6.378304,?,-6.195786,-6.378304,-7.294889,-7.294889,-7.294889,-4.768631,-7.986565,?,-5.422521,-6.195786,-7.986565,-6.888934,0
-5.950707,-8.028613,-6.238389,-5.950707,-6.931024,-6.931024,-6.084019,-7.337001,-5.257559,-6.643854,-6.643854,-8.028613,-8.028613,?,-7.337001,-6.931024,-6.643854,-5.545241,-6.238389,-5.632113,?,-8.028613,-8.028613,?,?,-6.643854,-6.643854,-7.337001,-8.028613,-8.028613,-6.931024,-5.632113,-5.832753,?,-6.931024,-6.931024,-6.238389,?,-6.238389,-7.337001,-6.643854,?,-7.337001,-8.028613,-6.420403,-6.420403,-6.643854,-5.832753,-6.420403,-6.420403,0
-7.154935,-6.461148,-5.650431,-5.449838,-6.461148,-6.238389,-6.238389,-6.461148,-5.014493,-6.055896,-7.154935,-6.461148,-6.238389,-6.055896,-5.650431,-6.055896,-5.650431,-6.461148,-7.154935,-6.055896,-7.154935,-7.154935,?,-6.238389,-7.846803,-7.154935,-6.238389,-5.90199,-6.238389,-6.461148,-6.749044,-5.449838,-6.238389,-6.749044,-7.846803,-5.282838,-6.749044,-7.154935,-6.461148,-6.461148,-7.846803,-5.768321,-6.461148,-5.139776,-7.846803,-6.461148,-7.154935,-6.055896,?,-6.055896,0
-5.90199,-7.154935,-7.846803,-6.461148,-7.846803,-6.055896,-7.846803,-6.461148,-5.362963,-5.650431,-6.461148,-7.154935,-6.238389,-6.749044,-6.749044,-6.461148,-6.749044,-6.749044,-5.768321,-7.154935,-6.749044,-6.461148,-6.461148,?,-7.154935,-6.055896,-5.650431,-6.461148,-7.154935,-7.154935,?,-6.461148,?,-6.238389,-5.545241,-7.846803,-7.846803,-6.055896,-7.154935,?,-7.846803,-6.461148,-6.749044,-7.846803,-7.154935,-6.055896,-6.238389,-6.238389,-5.362963,-7.846803,0
-7.896617,-7.20347,-5.950707,?,-7.896617,-6.510322,?,-7.20347,-3.552741,-7.20347,-7.20347,-6.798004,-5.699392,-6.287179,-6.798004,-7.20347,-7.20347,-7.20347,-7.20347,-6.798004,-7.20347,-5.817175,-6.104857,-7.896617,-6.510322,-6.510322,-7.896617,-6.510322,-7.20347,-7.20347,-6.798004,-4.805452,-7.896617,-7.896617,-7.896617,-7.896617,-6.287179,-6.510322,-6.798004,-4.564316,-6.287179,-6.798004,-6.287179,-4.60068,?,-5.498721,-7.20347,-6.510322,?,-5.331667,0
-7.20347,-6.798004,-5.594032,-7.20347,-6.798004,-6.287179,?,-6.798004,-3.662432,-6.798004,-6.798004,-6.287179,-6.510322,-6.510322,-5.817175,?,-7.20347,-7.896617,-7.896617,-6.510322,-6.798004,-6.510322,-6.798004,-6.510322,-7.20347,-6.798004,-7.896617,-6.287179,-6.287179,-6.287179,-6.798004,-4.089894,-7.896617,-7.896617,-6.510322,-6.510322,-7.20347,-6.798004,-6.287179,-5.063403,-7.20347,?,-7.20347,-5.699392,?,-5.817175,-6.798004,-5.817175,-6.798004,-5.950707,0
-6.601006,-6.888934,-6.041495,-5.422521,-6.888934,-6.601006,-7.986565,-6.195786,-5.348559,-7.294889,-6.378304,-6.601006,-6.601006,-5.908227,-4.991863,-5.422521,-6.041495,-6.195786,-5.908227,-5.908227,-6.378304,-6.888934,-5.908227,-6.378304,-6.378304,-6.195786,-7.294889,-5.684863,-5.422521,-5.908227,-5.58974,-5.422521,-6.378304,-6.195786,-6.888934,-6.888934,-6.888934,-6.195786,-6.041495,-7.986565,-6.601006,-5.790321,-5.790321,-7.986565,-6.601006,-5.684863,-7.986565,-6.195786,-6.888934,-6.601006,1
